0,1,2
Germany,,
,China,
"Arrivals: 2,208  |  % Share:7.3",,
,Arrivals: 242  |  % Share: 0.8,
Canada,Norway,
,,12
"Arrivals: 2,013|  % Share:  6.7",Arrivals:192  |  % Share: 0.6,
Australia,,
,UAE,
"Arrivals:  1,660| % Share: 5.5",,
,Arrivals:  191  |  % Share: 0.6,
