0,1,2,3,4,5,6,7
,Sri Lanka Tourism Development Authority - Weekly Report,,,,,,
,"Daily tourist arrivals, 01st to 04th July 2024",,,,,,
,,,July,,,,
,,,,,,,Total
1,2,3,,5,,,11st to   4th
"5,142","5,041","4,908",4,,6,7,"21,298"
,,,"6,207",,,,
8,9,,,,13,,
,,10,11,12,,14,
"6,721",,,,,,,
15,16,17,18,19,20,21,
,,"3,658",,,,,
,,,,26,,,
22,23,24,25,,27,28,
,,,"6,782",,,,
29,,,,,,,
,,31,,,,,
,30,,,,,,
