0,1,2,3,4
"1-3 nights
4-7 nights",,,,
,Period,2014*,2015**,
,1-3 nights,12.4%,11.4%,
,4-7 nights,27.8%,31.9%,
,8-14 nights,33.3%,27.1%,
,15-21 nights,12.1%,14.3%,
,22-30 nights,6.9%,11.6%,
,31 nights & Over,7.5%,3.7%,
"8-14 nights
15-21 nights",,,,
