0,1,2,3,4,5,6
Region,2013,2014,2015,% Change,,
,,,,13/12,14/13,15/14
"Africa
Americas
Asia & Pacific
Europe
Middle East","54.7
168.1
249.8
566.3
48.2","56.0
180.6
263.0
588.4
50.3","53.0
191.0
277.0
609.0
54.0","4.4
3.1
6.9
4.8
-2.9","0.3
8.4
5.8
2.4
6.7","-3.3
4.9
4.8
5.0
3.1"
World,"1,087","1,138","1,184",4.6,4.2,4.4
