0,1,2,3,4,5,6,7
2014,,,,2015,,,
Sector,"FE 
Earnings
(Rs. 
Million)","%of 
Total
FE
Earnings",Rank,Sector,"FE 
Earnings
(Rs. 
Million)","% of
Total
FE
Earnings",Rank
"Workers’ 
Remittances
Textiles & 
Garments
Tourism
Transportation 
Services
Tea
Rubber based 
Products
Computer & 
Information 
Technology 
Services
Gems, 
Diamonds and 
Jewellery
Coconut
Others","916,344
643,688
317,479
251,086
212,588
116,168
97,652
51,385
46,517
472,429","29.3%
20.6%
10.2%
8.0%
6.8%
3.7%
3.1%
1.6%
1.5%
15.1%","1
2
3
4
5
6
7
8
9","Workers’ 
Remittances
Textiles & 
Garments
Tourism
Transportation 
Services
Tea
Computer & 
Information 
Technology 
Services
Rubber based 
Products
Spices
Petroleum 
Products
Others","948,957
654,794
405,492
286,017
182,054
109,314
103,263
51,278
50,461
473,616","29.1%
20.1%
12.4%
8.8%
5.6%
3.3%
3.2%
1.6%
1.5%
14.5%","1
2
3
4
5
6
7
8
9"
Total,"3,125,336",100.0%,,Total,"3,265,245",100.0%,
