0,1,2,3,4,5
Market,2014,,Market,2015,
,"Total
Arrivals","Percentage 
Share",,"Total
Arrivals","Percentage 
Share"
"India
U.K.
China
Germany
Maldives
France
Russia
Australia
U.S. A
Japan","242,734
144,168
128,166
102,977
86,359
78,883
69,718
57,940
39,371
39,136","15.9
9.4
8.4
6.7
5.7
5.2
4.6
3.8
2.6
2.6","India
China
U.K.
Germany
Maldives
France
Australia
Russia
USA
Japan","316,247
214,783
161,845
115,868
90,617
86,126
63,554
61,846
47,211
39,358","17.6
11.9
9.0
6.4
5.0
4.8
3.5
3.4
2.6
2.2"
Total,"989,452",64.8,Total,"1,197,455",66.4
