0,1,2,3,4,5,6
Year in Review 2022,Year in Review - 2022,,,,,
,"Table  06: Province wise distribution of classified  hotels, 2022",,,,,
,,,Star Category,,,Total classified
Province,Five,Four,Three,Two,One,Hotels
Central,6,10,7,8,6,37
Eastern,1,2,0,2,0,5
North Central,1,2,2,2,3,10
North Western,0,1,1,3,1,6
