0,1,2,3,4,5
Workers’ Remittances,,,,,
Textiles & garments,,,,,19.4
Tourism,,,,15.9,
Transport,,9.0,,,
Tea,5.2,,,,
"Telecommunication, computer & Informtion SERVICES",3.6,,,,
Rubber products,3.2,,,,
petrolium products,2.3,,,,
"Food, Beverages & Tobacco",1.7,,,,
Machinery & Mechnical appliances,1.6,,,,
others,,,12.8,,
