0,1,2,3,4,5,6,7
Table III: Tourist Arrivals by Region – 2015 to 2018,,,,,,,
Region,2015,2016,2017*,2018,16/15,17/16,18/17
North America,"85,648","99,251","105,297","129,492",15.9,6.1,23.0
Asia & Paciﬁ c,"893,944","1,022,548","1,054,398","1,091,800",14.4,3.1,3.5
Europe,"700,900","804,504","842,868","1,017,861",14.8,4.8,20.8
Middle East,"101,066","107,635","95,581","71,636",6.5,(11.2),(25.1)
Others,"16,822","16,894","18,263","23,007",0.4,8.1,26.0
Total,"1,798,380","2,050,832","2,116,407","2,333,796",14.0,3.2,10.3
