0,1,2,3,4,5,6,7,8
Port,Total,,Sri Lankan Residents,,Foreign Tourists(1),,,Other Foreigners (2)
,Arrivals,Departures,Arrivals,Departures,Arrivals,Departures,Arrivals,Departures
Katunayake,"2,435,660","2,464,622","1,210,951","1,239,290","854,133","852,202","370,576","373,130"
TOTAL AIR,"2,435,660","2,464,622","1,210,951","1,239,290","854,133","852,202","370,576","373,130"
Colombo Harbour,"1,842","1,842",-,-,"1,842","1,842",-,-
TOTAL SEA,"1,842","1,842",-,-,"1,842","1,842",-,-
Grand Total,"2,437,502","2,466,464","1,210,951","1,239,290","855,975","854,044","370,576","373,130"
