0,1,2
District,"No. of 
Projects","No. of 
Rooms"
Galle,54,"3,090"
Colombo,41,"5,308"
Hambantota,30,"1,600"
Kalutara,26,"1,650"
Gampaha,21,"1,171"
Matara,20,826
Trincomalee,18,463
Batticaloa,16,439
Matale,16,620
Kandy,15,539
Puttalam,13,500
Jaffna,10,315
Nuwara Eliya,9,714
Badulla,8,280
Ampara,5,73
Anuradhapura,3,95
Rathnapura,3,66
Monaragala,2,42
Vavuniya,2,49
Kegalle,1,50
Kurunegala,1,16
Manar,1,52
Polonnaruwa,1,33
Total,316,"17,991"
