0,1,2,3,4
Region,Relative Share,,,
,2008,2009,2010,2011
Africa,5.0,5.5,5.2,5.1
Americas,16.0,15.9,16.0,15.9
E. Asia & Pacific,18.9,19.3,20.6,20.7
Europe,52.9,52.2,50.6,51.3
Middle East,6.1,6.0,6.4,5.7
South Asia,1.1,1.1,1.2,1.3
Total,100,100,100,100
