0,1,2,3,4,5,6
Africa,52.2,54.7,56.0,5.2,4.8,2.3
Americas,162.5,168.1,180.6,4.4,3.5,7.4
"Asia &
Pacific",233.8,249.8,263.0,6.9,6.8,5.3
Europe,539.6,566.3,588.4,3.7,5.0,3.9
Middle East,49.8,48.2,50.3,-5.6,-3.4,4.4
World,"1,038","1,087","1,138",4.1,4.7,4.7
