0,1,2,3,4,5
"India
U.K.
Germany 
Middle East
Maldives
France
China
Australia 
Russia
Ukraine","208,795
137,416
85,470
80,509
79,474
64,388
54,288
54,252
51,235
38,607","16.4
10.8
6.7
6.3
6.2
5.1
4.3
4.3
4.0
3.0","India
U.K.
China
Germany
Maldives
France
Russia 
Australia
U. S. A.
Japan","242,734
144,168
128,166
102,977
86,359
78,883
69,718
57,940
39,371
39,136","15.9
9.4
8.4
6.7
5.7
5.2
4.6
3.8
2.6
2.6"
Total,"808,615",63.4,Total,"989,452",64.8
