0,1
Top primary  markets – May 2023,
India,Switzerlands
"Arrivals : 23,016 | % Share: 27.6","Arrivals: 1,208 |  % Share: 1.5"
,Bangaladesh
Russia,
,"Arrivals: 1,145 | % Share: 1.4"
"Arrivals: 7,760  | % Share: 9.3",
