0,1
,Japan
Australia,
,Arrivals: 876 | % Share: 1.1
"Arrivals: 4,201 | % Share : 5.0",
China,Israel
"Arrivals: 4,173 | % Share: 5.0",Arrivals: 863  | % Share: 1.0
Canada,Spain
"Arrivals: 3,753 | % Share : 4.5",Arrivals: 857 | % Share : 1.0
,Singpore
United States,
,Arrivals: 691   | % Share: 0.8
"Arrivals:  3,240 | % Share: 3.9",
