0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020
(A)  Hotel,474,484,"24,831","25,407",57.09,14.96,"49,540","49,987","11,259,530","2,979,694","9,772,128","2,103,268","1,487,402","876,426"
5 Star,25,25,"5,354","5,354",54.37,13.64,"9,503","9,503","2,249,792","564,628","2,034,813","437,955","214,979","126,673"
4 Star,24,24,"2,564","2,564",59.53,14.29,"5,051","5,051","1,117,682","290,906","983,067","211,587","134,615","79,320"
3 Star,26,26,"2,513","2,513",59.02,16.49,"5,353","5,353","1,160,457","290,417","1,051,766","226,373","108,691","64,044"
2 Star,41,42,"2,000","2,090",58.79,15.31,"4,167","4,196","908,423","232,851","808,612","174,039","99,811","58,812"
1 Star,38,39,"1,662","1,711",57.73,16.51,"3,634","3,722","759,479","229,360","583,287","125,542","176,192","103,818"
