0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,,,,,,,,,,,,,,,Total
No,Country,January,February,March,April,May,June,July,,August,September,October,November,December,
,,,,,,,,,,,,,,,(Jan - Dec)
1,AFGHANISTAN,65,64,17,0,0,0,,0,0,0,0,0,0,146
2,ALBANIA,33,38,26,0,0,0,,0,0,0,0,0,0,97
3,ALGERIA,34,41,8,0,0,0,,0,0,0,0,0,0,83
4,ANDORRA,2,1,,0,0,0,,0,0,0,0,0,0,3
5,ANGOLA,1,1,1,0,0,0,,0,0,0,0,0,0,3
,ANTIGUA AND,,,,,,,,,,,,,,
,,4,6,4,0,0,0,,0,0,0,0,0,0,14
6,BARBUDA,,,,,,,,,,,,,,
7,ARGENTINA,224,140,52,0,0,0,,0,0,0,0,0,0,416
8,ARMENIA,156,82,32,0,0,0,,0,0,0,0,0,0,270
9,AUSTRALIA,"8,115","9,578","2,590",0,0,0,,0,0,0,0,0,0,"20,283"
10,AUSTRIA,"1,674","2,024",602,0,0,0,,0,0,0,0,0,0,"4,300"
11,AZERBAIJAN,56,50,14,0,0,0,,0,0,0,0,0,0,120
12,BAHAMAS,0,4,1,0,0,0,,0,0,0,0,0,0,5
13,BAHRAIN,404,131,14,0,0,0,,0,0,0,0,0,0,549
14,BANGLADESH,"1,014",760,212,0,0,0,,0,0,0,0,0,0,"1,986"
15,BARBADOS,2,6,1,0,0,0,,0,0,0,0,0,0,9
16,BELARUS,"1,099","1,101",438,0,0,0,,0,0,0,0,0,0,"2,638"
17,BELGIUM,"1,243","1,500",628,0,0,0,,0,0,0,0,0,0,"3,371"
18,BELIZE,2,3,0,0,0,0,,0,0,0,0,0,0,5
19,BENIN,0,2,0,0,0,0,,0,0,0,0,0,0,2
20,BHUTAN,137,69,2,0,0,0,,0,0,0,0,0,0,208
21,BOLIVIA,12,3,3,0,0,0,,0,0,0,0,0,0,18
,BOSNIA AND,,,,,,,,,,,,,,
,,30,21,17,0,0,0,,0,0,0,0,0,0,68
22,HERZEGOVINA,,,,,,,,,,,,,,
23,BOTSWANA,11,2,1,0,0,0,,0,0,0,0,0,0,14
24,,467,337,71,0,0,0,,0,0,0,0,0,0,875
,BRAZIL,,,,,,,,,,,,,,
,BRUNEI,,,,,,,,,,,,,,
,,4,5,3,0,0,0,,0,0,0,0,0,0,12
25,DARUSSALAM,,,,,,,,,,,,,,
