0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Table 4 (Contd.),,,,,,,,,,,,,,
,,,,,,,,,,,,,,Total
,,,Februar,,,,,,,,,,,
No,Country,January,,March,April,May,June,July,August,September,October,November,December,(Jan -
,,,y,,,,,,,,,,,
,,,,,,,,,,,,,,Dec)
,GUYANA,0,5,,,,,,,,,,,
70,,,,4,0,0,0,0,0,0,0,0,0,9
,HAITI,2,1,,,,,,,,,,,
71,,,,0,0,0,0,0,0,0,0,0,0,3
,HONDURAS,7,6,,,,,,,,,,,
72,,,,1,0,0,0,0,0,0,0,0,0,14
,HONG KONG,8,0,,,,,,,,,,,
73,,,,2,0,0,0,0,0,0,0,0,0,10
,HUNGARY,758,655,,,,,,,,,,,
74,,,,175,0,0,0,0,0,0,0,0,0,"1,588"
,ICELAND,48,38,,,,,,,,,,,
75,,,,28,0,0,0,0,0,0,0,0,0,114
,INDIA,"41,448","35,309",,,,,,,,,,,
76,,,,"12,600",0,0,0,0,0,0,0,0,0,"89,357"
,INDONESIA,401,515,,,,,,,,,,,
77,,,,198,0,0,0,0,0,0,0,0,0,"1,114"
,IRAN,330,293,,,,,,,,,,,
78,,,,25,0,0,0,0,0,0,0,0,0,648
,IRAQ,71,52,,,,,,,,,,,
79,,,,15,0,0,0,0,0,0,0,0,0,138
,IRELAND,948,"1,084",,,,,,,,,,,
80,,,,262,0,0,0,0,0,0,0,0,0,"2,294"
,ISRAEL,"1,688","1,539",,,,,,,,,,,
81,,,,329,0,0,0,0,0,0,0,0,0,"3,556"
,ITALY,"4,454","3,743",,,,,,,,,,,
82,,,,406,0,0,0,0,0,0,0,0,0,"8,603"
,JAMAICA,7,18,,,,,,,,,,,
83,,,,0,0,0,0,0,0,0,0,0,0,25
,JAPAN,"2,917","3,015",,,,,,,,,,,
84,,,,712,0,0,0,0,0,0,0,0,0,"6,644"
,JORDAN,361,206,,,,,,,,,,,
85,,,,60,0,0,0,0,0,0,0,0,0,627
,KAZAKHSTAN,"1,182",673,,,,,,,,,,,
86,,,,478,0,0,0,0,0,0,0,0,0,"2,333"
,KENYA,45,50,,,,,,,,,,,
87,,,,15,0,0,0,0,0,0,0,0,0,110
,KOSOVAR,11,5,,,,,,,,,,,
88,,,,0,0,0,0,0,0,0,0,0,0,16
,KUWAIT,465,326,,,,,,,,,,,
89,,,,34,0,0,0,0,0,0,0,0,0,825
,KYRGYZSTAN,122,75,,,,,,,,,,,
90,,,,24,0,0,0,0,0,0,0,0,0,221
,LAO PEOPLES,8,8,,,,,,,,,,,
91,DEM. REP.,,,3,0,0,0,0,0,0,0,0,0,19
,LATVIA,235,208,,,,,,,,,,,
92,,,,155,0,0,0,0,0,0,0,0,0,598
,LEBANON,212,223,,,,,,,,,,,
93,,,,48,0,0,0,0,0,0,0,0,0,483
