0,1,2,3,4,5
Total,,605,590,"136,599","129,084"
Himalaya Airlines,-  Operation started on 1st October 2016,,,,
KLM Royal Dutch Airlines,-  Operation started on 1st November 2016,,,,
Mega Maldives Airlines,-  Operation started on 3rd November 2016,,,,
Turkish Airlines,-  Operation started on 11th September 2016,,,,
Mihin Lanka,-  Operation ceased on October 2016,,,,
Sri Lanka Tourism Development Authority  |  Statistical Report 2016,,,,,
