0,1,2,3,4,5,6,7,8
,N,"umber of tourist arrivals, 2023, 2024 & 2025 (01st to 06th April)",,,,,,
"8,000",,,,,,,,
,,,,,,,,"7,157"
,,,,,,,"6,934",
"7,000",,,,,,,,
,,,,,,,,"6,613"
,,,,,,"6,516",,
,,"6,321",,,,,,
,,,,"6,178",,,"6,174",
,"6,053",,,,,,,
"6,000",,,,,,,,
,,,,,,"5,618",,
,,,,"5,551",,,,
,"5,363",,,,,,,
"5,000",,"4,761",,,,,,
,,,"4,548",,,,,
,"4,238",,,,,,,
,,,,,,,,"4,071"
"4,000",,"3,695",,,,,,
,,,,,"3,260",,"3,211",
"3,000",,,,,,,,
"2,000",,,,,,,,
"1,000",,,,,,,,
