0,1,2,3
,Country of,Tourist Arrivals,Tourist Arrivals
Rank,,,
,Residence,(Jan ~ July 2022),(Jan ~ July  2021)
1,India,"74,792","1,127"
2,United Kingdom,"58,879","1,344"
3,Russian Federation,"48,321",702
4,Germany,"37,108","1,723"
5,France,"25,451","1,028"
6,Australia,"16,514",178
7,Canada,"16,475",666
8,Ukraine,"13,840","2,679"
9,United States,"13,154","1,028"
10,Poland,"13,073",101
11,Other,"141,063","8,761"
