0,1,2,3,4,5,6,7,8,9,10
,Percentage Distribution of Arrivals - 2003 to 2012,,,,,,,,,
Port,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Katunayake (BIA),99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.8,99.7
TOTAL AIR,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.9,99.8,99.7
Colombo Harbour,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3
TOTAL  SEA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3
Total,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
