0,1,2,3,4,5,6,7,8
,Total,,,Sri Lankan Residents,,Foreign Tourists (1),,Other Foreigners (2)
Port,Arrivals,Departures,Arrivals,Departures,Arrivals,Departures,Arrivals,Departures
Katunayake,"2,518,082","2,571,871","1,210,914","1,268,792","1,002,469","1,001,006","304,699","302,073"
TOTAL AIR,"2,518,082","2,571,871","1,210,914","1,268,792","1,002,469","1,001,006","304,699","302,073"
Colombo Harbour,"3,136","3,136",-,-,"3,136","3,136",-,-
TOTAL SEA,"3,136","3,136",-,-,"3,136","3,136",-,-
Grand Total,"2,521,218","2,575,007","1,210,914","1,268,792","1,005,605","1,004,142","304,699","302,073"
