0,1
District,"No of 
Restaurants"
Anuradhapura,4
Badulla,3
Batticaloa,1
Colombo,281
Galle,38
Gampaha,68
Hambantota,3
Jaffna,9
Kalutara,12
Kandy,25
Kegalle,16
Killinochchi,1
Kurunegala,11
Matale,12
Matara,7
Moneragala,4
Mullaitivu,3
Nuwara Eliya,5
Polonnaruwa,2
Puttalam,6
Ratnapura,3
Trincomalee,2
Total,516
