0,1,2,3,4,5
,able 06: Income from tourism,,,,
,,Average,Average,,Total  value
,Number of,value of,,duration  of,(USD Mn)
Month,tourist  arrivals,the,the,,**
,,Month  **,Month**,,
January,"102,545",164.4,,9.11,153.5
