0,1,2,3,4,5,6,7,8,9,10
,,,(Average 1963/1966 = 100) - 2006 to 2014,,,,,,,
,,,,,,,,,,Average Annual
Market,2006,2007,2008,2009,2010,2011,2012,2013,2014,Growth Rates
Western Europe,"2,917","2,498","2,115","2,171","3,255","4,088","4,820","5,337","6,363",28.1
Asia,"4,024","3,338","2,926","2,900","4,087","5,559","6,382","8,775","10,644",26.4
North America,"1,014",806,660,712,"1,153","1,525","1,612","1,990","2,065",6.8
Australasia,"2,954","2,728","2,752","3,087","4,392","6,099","5,936","8,576","8,444",23.4
Others,"3,536","5,749","6,492","6,507","9,461","11,980","17,092","23,193","30,450",45.3
All Markets,"2,943","2,598","2,306","2,355","3,442","4,501","5,288","6,703","8,031",24.1
