0,1,2,3
District,No of Rooms,District,No of Rooms
Colombo,"8,396",Ampara,720
Galle,"6,370",Polonnaruwa,678
Gampaha,"3,956",Trincomalee,671
Kandy,"3,482",Ratnapura,605
Kalutara,"3,465",Moneragala,544
Matale,"1,942",Jaffna,522
Hambantota,"1,863",Kurunegala,454
Nuwara Eliya,"1,850",Kegalle,365
Matara,"1,717",Vavuniya,81
Badulla,"1,484",Kilinochchi,63
Anuradhapura,"1,301",Mullaitivu,50
Puttalam,"1,185",Mannar,37
Batticaloa,949,Total,"42,750"
