0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
No,Country,January,"Februar
y",March,April,May,June,July,August,September,October,November,December,"Total (Jan - 
Dec)"
26,BULGARIA,305,303,79,0,0,0,0,0,0,0,0,0,687
27,BURUNDI,0,0,0,0,0,0,0,0,0,0,0,0,0
28,BURKINA FASO,0,1,0,0,0,0,0,0,0,0,0,0,1
29,CAMBODIA,146,152,74,0,0,0,0,0,0,0,0,0,372
30,CAMEROON,3,2,1,0,0,0,0,0,0,0,0,0,6
31,CANADA,"5,510","5,482","1,444",0,0,0,0,0,0,0,0,0,"12,436"
32,"CENTRAL 
AFRICAN 
REPUBLIC",0,0,1,0,0,0,0,0,0,0,0,0,1
33,CHAD,0,0,1,0,0,0,0,0,0,0,0,0,1
34,CAPE VERDE,1,1,0,0,0,0,0,0,0,0,0,0,2
35,CHILE,128,117,26,0,0,0,0,0,0,0,0,0,271
36,CHINA,"22,363","2,096","1,688",0,0,0,0,0,0,0,0,0,"26,147"
37,COLOMBIA,88,72,41,0,0,0,0,0,0,0,0,0,201
38,COMOROS,6,9,2,0,0,0,0,0,0,0,0,0,17
39,"CONGO THE 
DEM REPOF THE",3,35,0,0,0,0,0,0,0,0,0,0,38
40,COSTA RICA,9,24,0,0,0,0,0,0,0,0,0,0,33
41,COTE DIVOIRE,1,1,0,0,0,0,0,0,0,0,0,0,2
42,CROATIA,331,250,81,0,0,0,0,0,0,0,0,0,662
43,CUBA,0,1,1,0,0,0,0,0,0,0,0,0,2
44,CYPRUS,99,53,31,0,0,0,0,0,0,0,0,0,183
45,"CZECH 
REPUBLIC","2,673","3,646","1,280",0,0,0,0,0,0,0,0,0,"7,599"
46,DENMARK,"2,176","2,223",506,0,0,0,0,0,0,0,0,0,"4,905"
47,DJIBOUTI,1,2,,0,0,0,0,0,0,0,0,0,3
