0,1,2,3,4,5,6
,,,,,19/18,20*/19
Europe,716.0,746.3,221.2,58,4.2,-70.4
"Asia and the 
Pacific",346.5,360.4,57.2,15,4,-84.1
Americas,215.9,219.1,69,18.1,1.5,-68.5
Africa,68.7,70.2,17.8,4.7,2.1,-74.6
Middle East,60.3,65.2,16.2,4.2,8.1,-75.1
World,"1,407","1,461",381,100,3.8,-73.9
