0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Purpose,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Pleasure/Holiday 
  
Business 
  
Visiting Friends 
& Relations 
  
Convention & 
meeting 
  
Religious & 
Cultural 
  
Health 
  
Sports 
  
Official 
  
Education 
  
Others","67.4 
 
17.8 
 
7.6 
 
 
3.0 
 
 
1.7 
 
 
- 
 
- 
 
- 
 
- 
 
2.5","67.1 
 
10.5 
 
8.3 
 
 
1.5 
 
 
2.8 
 
 
- 
 
- 
 
- 
 
- 
 
9.8","73.2 
 
8.5 
 
8.3 
 
 
1.3 
 
 
2.6 
 
 
- 
 
- 
 
- 
 
- 
 
6.1","80.0 
 
8.6 
 
5.2 
 
 
1.4 
 
 
2.0 
 
 
- 
 
- 
 
- 
 
- 
 
2.8","78.9 
 
12.7 
 
5.4 
 
 
1.0 
 
 
0.8 
 
 
- 
 
- 
 
- 
 
- 
 
1.2","80.4 
 
8.0 
 
8.2 
 
 
1.7 
 
 
0.3 
 
 
- 
 
- 
 
- 
 
- 
 
1.4","74.4 
 
9.0 
 
11.7 
 
 
2.2 
 
 
2.2 
 
 
- 
 
- 
 
- 
 
- 
 
0.5","72.7 
 
5.2 
 
12.4 
 
 
2.0 
 
 
4.8 
 
 
- 
 
- 
 
- 
 
- 
 
2.9","67.95 
 
1.33 
 
27.45 
 
 
0.29 
 
 
0.01 
 
 
0.53 
 
0.53 
 
0.3 
 
0.11 
 
1.49","66.6 
 
1.3 
 
25.5 
 
 
0.3 
 
 
0.1 
 
 
3.2 
 
0.7 
 
0.4 
 
0.2 
 
1.7","83.4 
 
1.8 
 
11.5 
 
 
0.8 
 
 
0.0 
 
 
0.6 
 
0.4 
 
0.3 
 
0.0 
 
1.2","82.4 
 
3.3 
 
11.3 
 
 
1.3 
 
 
0.0 
 
 
0.5 
 
0.8 
 
0.3 
 
0.1 
 
0.0","81.7 
 
4.0 
 
10.8 
 
 
1.7 
 
 
0.1 
 
 
0.9 
 
0.6 
 
0.1 
 
0.1 
 
0.0","83.20 
 
3.65 
 
10.48 
 
 
0.99 
 
 
0.03 
 
 
0.59 
 
0.72 
 
0.01 
 
0.32 
 
0.01","87.52 
 
2.75 
 
7.61 
 
 
1.13 
 
 
0.01 
 
 
0.67 
 
0.25 
 
0.02 
 
0.03 
 
0.01"
Total,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.00,100.0
