0,1,2,3,4,5,6
Port,Total,,Sri Lankan Residents,,Foreign Tourists,
,Arrivals,Departures,Arrivals,Departures,Arrivals,Departures
"Katunayake 
Mattala 
 
TOTAL AIR 
 
Colombo Harbour 
Galle Harbour 
Trinco harbour 
 
TOTAL SEA","818,975 
14,406 
 
833,381 
 
26,816 
13,416 
404 
 
40,636","927,755 
3,086 
 
930,841 
 
25550 
11,317 
306 
 
37,173","314,789 
11,547 
 
326,336 
 
610 
2,868 
98 
 
3,576","309,532 
420 
 
309,952 
 
1,047 
2,819 
96 
 
3,962","495,276 
595 
 
495,871 
 
11,590 
119 
124 
 
11,833","505,766 
181 
 
505,947 
 
11,184 
599 
55 
 
11,838"
Grand Total,"874,017","968,014","329,912","313,914","507,704","517,785"
