0,1,2,3,4
,,,,
,Rank,Air line,"Percentage 
of Total 
Seating 
Capacity by 
Carrier per 
week",
,1,"Sri Lankan 
Airlines",49.2,
,2,Emirates,7.7,
,3,Qatar Airways,7.7,
,4,Air India,3.8,
,5,IndiGo Airlines,3.5,
,6,Etihad Airways,3.2,
,7,Fly Dubai,1.9,
,8,Oman Air,1.7,
,9,"Singapore 
Airlines",1.5,
,10,"Rossiya 
Airlines",1.4,
,11,Others,18.4,
,,,,
