0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
No,Country,January,"Februar
y",March,April,May,June,July,August,"Septe
mber",October,November,December,"Total (Jan - 
Dec)"
94,LESOTHO,2,0,0,0,0,0,0,0,0,0,0,0,2
95,LIBERIA,2,0,0,0,0,0,0,0,0,0,0,0,2
96,"LIBYA(LIBYAN 
ARAB 
JAMAHIR",6,7,1,0,0,0,0,0,0,0,0,0,14
97,"LIECHTENSTEI
N",6,15,3,0,0,0,0,0,0,0,0,0,24
98,LITHUANIA,514,397,143,0,0,0,0,0,0,0,0,0,"1,054"
99,LUXEMBOURG,55,57,26,0,0,0,0,0,0,0,0,0,138
100,MACEDONIA,23,20,10,0,0,0,0,0,0,0,0,0,53
101,MADAGASCAR,3,21,3,0,0,0,0,0,0,0,0,0,27
102,MALAWI,5,5,2,0,0,0,0,0,0,0,0,0,12
103,MALAYSIA,"1,399","1,400",695,0,0,0,0,0,0,0,0,0,"3,494"
104,MALDIVES,"4,264","2,960","2,183",0,0,0,0,0,0,0,0,0,"9,407"
105,MALI,0,3,0,0,0,0,0,0,0,0,0,0,3
106,MALTA,87,40,21,0,0,0,0,0,0,0,0,0,148
107,MAURITANIA,1,0,0,0,0,0,0,0,0,0,0,0,1
108,MAURITIUS,107,44,19,0,0,0,0,0,0,0,0,0,170
109,MEXICO,138,181,30,0,0,0,0,0,0,0,0,0,349
110,MOLDOVA,120,103,23,0,0,0,0,0,0,0,0,0,246
111,MONACO,0,6,0,0,0,0,0,0,0,0,0,0,6
112,MONGOLIA,20,13,2,0,0,0,0,0,0,0,0,0,35
113,MONTENEGRO,33,40,12,0,0,0,0,0,0,0,0,0,85
114,MOROCCO,125,136,50,0,0,0,0,0,0,0,0,0,311
115,MOZAMBIQUE,9,3,0,0,0,0,0,0,0,0,0,0,12
116,MYANMAR,190,214,128,0,0,0,0,0,0,0,0,0,532
117,NAMIBIA,0,6,0,0,0,0,0,0,0,0,0,0,6
