0,1,2,3,4,5,6,7,8
Country,2017,,,,,,,
,"Tourist 
Arrivals","Tourist 
Arrival Mn","Duration of 
Stay(Estimated)","Occupancy 
Rate","Spending 
Per day USD","Receipts per 
Tourist(USD)","International Tourist 
Receipts",
India,"10,180,000",10.18,N/A,64.8,N/A,"2,691.55","27,400",usd mn
Maldives,"1,389,542",1.39,5.8,61.1,256.84,"1,489.70","2,070",usd mn
Thailand,"35,381,210",35.38,9.5,73.5,169.20,"1,624.29","57,500",usd mn
Malaysia,"25,900,000",25.90,5.7,66.1,123.96,706.56,"18,300",usd mn
Singapore,"17,422,826",17.42,3.5,84.6,323.06,"1,130.70","19,700",usd mn
Indonesia,"14,039,799",14.04,11.9,N/A,74.90,890.33,"12,500",usd mn
Sri Lanka,"2,116,407",2.12,10.9,74.76,170.10,"1,854.09","3,924",usd mn
