0,1,2,3,4,5,6,7
"USD
350.00
300.00
250.00
200.00
150.00
100.00
50.00
0.00",,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,India,Maldives,Thailand,Malaysia,Singapore,Indonesia,Sri Lanka
Exp Per Day -USD,294.66,323.88,184.93,127.48,316.49,70.91,173.80
