0,1,2
,Local,foreign
T,"he peak season for foreign tourists occurs in February, March, and April, which coincides with the",
"off-peak season for domestic travelers. In contrast, foreign tourist numbers drop significantly in May",,
and June. This decline could be due to the onset of monsoon seasons or fewer international holidays.,,
"For domestic tourists, March tends to see lower visitation, potentially because of school exams and",,
work schedules during this time.,,
