0,1,2,3
,"Table 1. Monthly tourist arrivals, August 2025",,
,,,%
Month,2024,2025,
,,,Change
,,,2025/24
January,"208,253","252,761",21.4
February,"218,350","240,217",10.0
March,"209,181","229,298",9.6
April,,"174,608",17.3
,"148,867",,
May,"112,128","132,919",18.5
June,"113,470","138,241",21.8
July,,,
,"187,810",,
,,"200,244",6.6
August,"164,609","198,235",20.4
September,,,
,"122,140",,
October,"135,907",,
November,"184,158",,
December,"248,592",,
