0
"56,268"
"16,894"
"2,417"
"12,442"
"4,421"
"6,549"
"16,894"
"6,124"
"6,124"
"5,079"
"2,422"
"1,309"
"7,037"
392
"2,974"
"2,015"
"1,601"
"2,110"
"1,864"
"1,302"
323
"1,596"
"1,283"
"1,724"
"1,502"
"7,520"
529
557
"1,141"
325
389
247
"1,496"
559
272
