0,1
"1 
Number  of  passengers:  250,694 
Percentage  Share:  32.6  %","9 
Number  of  passengers:  16,904 
Percentage  Share:  2.2%"
"2 
Number  of  passengers:  95,602 
Percentage  Share:  12.4  %","10 
Number  of  passengers:  15,497 
Percentage  Share:  2.0%"
"3 
Number  of  passengers:  87,812 
Percentage  Share:  11.4  %","11 
Number  of  passengers:  14,867 
Percentage  Share:  1.9 %"
"4 
Number  of  passengers:  43,825 
Percentage  Share:  5.7 %","12 
Number  of  passengers:  13,933 
Percentage  Share:  1.8 %"
"5 
Number  of  passengers:  32,230 
Percentage  Share:  4.2 %","13 
Number  of  passengers:  13,050 
Percentage  Share:  1.7 %"
"6 
Number  of  passengers:  31,245 
Percentage  Share:  4.1 %","14 
Number  of  passengers:  12,392 
Percentage  Share:  1.6%"
"7 
Number  of  passengers:  26,497 
Percentage  Share:  3.5 %","15 
Number  of  passengers:  12,392 
Percentage  Share:  1.6%"
"8 
Number  of  passengers:  22,230 
Percentage  Share:  2.9%","16 
Number  of  passengers:  80,662 
Percentage  Share:  10.5%"
