0,1,2
District,Number of rooms,% Share
Colombo,"9,429",18.6
Galle,"8,417",16.6
Gampaha,"4,443",8.8
Kalutara,"3,864",7.6
Kandy,"3,786",7.5
Matara,"2,434",4.8
Matale,"2,329",4.6
Hambantota,"2,323",4.6
Nuwara Eliya,"2,304",4.5
Badulla,"2,021",4.0
Anuradhapura,"1,630",3.2
Puttalam,"1,405",2.8
Batticaloa,928,1.8
