0,1,2,3,4,5,6
Country,"Pleasure/ 
Vacation","Visiting 
Friend   
& 
Relatives",MICE,Business,Other,Total
"India 
Russian 
Federation 
United 
Kingdom 
Germany 
France 
Australia 
China 
Canada 
United 
States 
Maldives","85,724 
55,460 
30,810 
35,240 
22,848 
11,782 
24,283 
6,056 
13,227 
507","11,658 
2,894 
29,010 
8,182 
7,052 
16,389 
815 
19,906 
7,761 
369","9,405 
6,786 
1,219 
1,936 
2,610 
411 
1,686 
363 
712 
22","24,439 
97 
1,400 
393 
389 
632 
2,162 
198 
858 
17","8,428 
53,047 
5,865 
7,459 
2,121 
3,007 
978 
1,640 
3,328 
19,280","139,654 
118,284 
68,304 
53,210 
35,020 
32,221 
29,924 
28,163 
25,886 
20,195"
