0,1,2,3
,Country of,Tourist Arrivals,Tourist Arrivals
Rank,,,
,Residence,(Jan ~ August 2022),(Jan ~ August  2021)
1,India,"80,132","1,532"
2,United Kingdom,"65,655","1,833"
3,Russian Federation,"49,747",949
4,Germany,"40,359","2,238"
5,France,"28,235","1,276"
6,Canada,"19,056","1,260"
7,Australia,"18,412",204
8,United States,"14,259","1,339"
9,Ukraine,"13,908","2,699"
10,Poland,"13,334",135
11,Other,"153,333","10,912"
