0,1,2,3,4
"Foreign Tickets
Local Tickets
No. of
No. of
Revenue (Rs.)
Revenue (Rs.)
Foreign
Domestic
Tourists
Tourists
2012",,,,
"Peradeniya
Hakgala
Gampaha","246,813
12,489
243","265,585,100
13,194,225
265,650","1,149,458
587,743
194,713","46,241,100
22,330,790
9,035,290"
Total,"259,545","279,044,975","1,931,914","77,607,180"
