0,1,2,3,4,5
"Foreign Tickets
Local Tickets
No. of
No. of
Total
Revenue (Rs.)
Revenue (Rs.)
Foreign
Domestic
Revenue (Rs.)
Tourists
Tourists
2013",,,,,
"Peradeniya
Hakgala
Gampaha
Mirijjawila","278,499
14,713
236
6","299,086,975
15,527,050
250,800
6,600","1,054,216
511,873
206,236
10,744","42,938,800
20,116,290
9,584,520
394,240","342,025,775
35,643,340
9,835,320
400,840"
Total,"293,454","314,871,425","1,783,069
73,033,850
387,905,275",,
