0,1,2,3,4,5
,,Number of,Average,,Total value
,Month,,,,
,,,,duration of,
,,tourist,value of,,(USD Mn) **
,,,,the month**,
,,arrivals,the month,,
,,,**,,
J,,,,9.23,400.666
,anuary,"252,761",171.74**,,
F,,,171.74**,8.91,
,ebruary,"240,217",,,367.581
M,arch,"229,298",171.74**,8.99,354.023
A,pril,,171.74**,8.56,256.690
,,"174,608",,,
M,ay,,171.74**,7.19,164.129
,,"132,919",,,
J,,,,,169.514
,une,,,7.14,
,,"138,241",171.74**,,
T,,,,,"1,712.603"
,,"otal                 1,168,044",,,
