0,1,2,3,4
,Sri Lanka Tourism  Development Authority  - Weekly Report,,,
,"Daily  tourist arrivals, 01st to 04th January 2024",,,
,,,January,
,,,,Total
1,2,3,4,(1st to 4th)
"5,912",,,,"25,619"
,"6,204","7,251","6,252",
