0,1,2,3,4,5
Loca(cid:415) on,Foreign Tickets,,Local Tickets,,Total
,"Number of 
Foreign Tourists","Revenue 
( Rs. ‘( 000)","Number of 
Domes(cid:415) c 
Tourists","Revenue 
( Rs. ‘( 000)","Revenue 
( Rs. ‘( 000)"
Peradeniya,"431,199","627,060,500.00","1,109,125","52,600,650.00","679,661,150.00"
Hakgala,"31,626","45,115,750.00","782,581","35,381,210.00","80,496,960.00"
Gampaha,385,"554,500.00","157,698","8,693,530.00","9,248,030.00"
Mirijjawila,275,"392,000.00","80,822","3,215,620.00","3,607,620.00"
Seethawaka,210,"305,500.00","234 ,423","11,453,280.00","11,758,780.00"
Total,"463,695","673,428,250.00","2,364,649","111,344,290.00","784,772,540.00"
