0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"Greater 
Colombo",63,"3,269",77.77,73.81,77.25,70.27,71.95,75.01,75.24,76.01,77.00,74.55,77.13,78.98,75.41
"1. North of 
Colombo",54,"2,779",82.83,81.52,80.80,71.92,68.89,70.66,76.24,78.63,75.85,72.38,73.00,78.64,75.95
"11. South of 
Colombo",9,490,72.71,66.10,73.70,68.62,75.02,79.37,74.23,73.39,78.15,76.73,81.26,79.32,74.88
