0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
South Coast,173,"8,676",76.89,75.55,71.01,67.86,66.69,69.81,73.33,72.15,75.64,75.88,75.02,77.31,73.10
1. Upto Galle,98,"5,603",78.45,76.40,72.54,71.48,68.24,68.80,70.78,67.03,76.69,76.42,77.81,78.88,73.62
11. Beyond Galle,75,"3,073",75.33,74.71,69.48,64.24,65.15,70.81,75.88,77.27,74.59,75.35,72.24,75.75,72.57
