0,1,2
Category,"Dehiwala Zoo /Pinnawala Zoo 
Pinnawala Elephant Orphanage",Ridiyagama Safari Park
Local,,
Adult,Rs.110,Rs.350
Foreign,,
"Adult 
Child","Rs.3000 
 
Rs.1500","Rs.3000
Rs.1500"
Foreigners from SAARC Region,,
"Adult 
Child","Rs. 800 
 
Rs. 400","Rs. 800
Rs. 400"
