0,1,2,3
,Table	IV:	Relative	Importance	of	Regional	Markets	–	2015	to	2017,,
,,Percentage Share,
Market Region,,,
,2015,2016,2017
America	-North,4.7,4.8,4.9
Asia	-North	East,15.2,16.1,15.7
Asia	-South	East,4.7,4.0,5.3
Asia	-	South,25.5,25.0,24.5
Australasia,4,4.1,4.3
Europe	-West,30.7,31.4,32.2
Europe	-	East,8.3,7.9,7.7
Middle	East,5.6,5.2,4.5
Others,1.3,1.5,0.9
Total,100.0,100.0,100.0
"Source:	Department	of	Immigration	&	Emigration,	analysis	by	SLTDA",,,
