0,1,2,3,4,5,6
Port,Arrivals,Departures,Arrivals,Departures,Arrivals,Departures
Katunayake,"3,561,189","3,636,219","1,475,917","1,434,083","2,085,272","2,202,136"
Mattala,"6,488","16,026",997,"1,453","5,491","14,573"
TOTAL AIR,"3,567,677","3,652,245","1,476,914","1,435,536","2,090,763","2,216,709"
Colombo	Harbour,"12,840","12,653","2,271","1,883","10,569","10,770"
Galle	Harbour,"15,602","13,215","1,503","1,285","14,099","11,930"
Other	Ports*,"1,527","1,697",551,725,976,972
TOTAL SEA,"29,969","27,565","4,325","3,893","25,644","23,672"
TOTAL (Sea & Air),"3,597,646","3,679,810","1,481,239","1,439,429","2,116,407","2,240,381"
