0,1,2,3,4
,Number,Number,Number,Percentage
,,,,Change
Month,of,of,of,
,,,,(25/24)
,Tourists,Tourists,Tourists,
January,"238,924","208,253","252,761",21.4
February,"235,618","218,350","44,293",
March,"233,382","209,181",,
April,"180,429","148,867",,
May,"129,466","112,128",,
June,"146,828","113,470",,
July,"217,829","187,810",,
August,"200,359","164,609",,
September,"149,087","122,140",,
October,"153,123","135,907",,
November,"195,582","184,158",,
December,"253,169","248,592",,
