0,1,2,3,4,5
,Sri Lanka Tourism Development Authority - Weekly Report,,,,
,"Daily tourist arrivals, 01st to 05th January 2025",,,,
,1,,8,15,22
,,,,,29
,,"6,879",,,
J,2,,9,16,23
,,,,,30
,,"9,392",,,
A,,,,,
,3,,10,17,24
,,,,,
N,,"8,974",,,31
U,,,,,
,4,,11,18,25
,,"6,990",,,
A,,,,,
,,,,,
R,5,,12,19,26
,,"7,180",,,
Y,,,,,
,6,,13,20,27
,7,,14,21,28
,,1st to 5th,,,
Total,,,,,
,,"39,415",,,
